,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price,Build
337,Lexus,2006,Nigerian Used,154378,,,,"4,725,000",
338,Lexus,2006,Nigerian Used,157518,3300,Petrol,Automatic,"4,160,000",SUV
339,Toyota,2016,Foreign Used,149753,2500,Hybrid,Automatic,"5,985,000",
340,Lexus,2018,Foreign Used,47581,20,Petrol,Automatic,"15,750,000",
341,Acura,2008,Nigerian Used,174107,3700,Petrol,Automatic,"3,744,000",SUV
342,Acura,2007,Foreign Used,142822,2300,Petrol,Automatic,"3,570,000",
343,Mercedes-Benz,2011,Foreign Used,203172,3500,Petrol,Automatic,"4,410,000",
344,Land Rover,2008,Foreign Used,418613,4400,Petrol,Automatic,"5,250,000",SUV
345,Toyota,2013,Nigerian Used,103941,2700,Petrol,Automatic,"12,480,000",SUV
346,Toyota,,,81648,,,Automatic,"7,290,000",
347,Lincoln,2008,Foreign Used,186615,3500,Petrol,Automatic,"3,990,000",SUV
348,Mercedes-Benz,2010,Foreign Used,149647,3500,Petrol,Automatic,"8,112,000",SUV
349,Mercedes-Benz,2011,Nigerian Used,73624,3500,Petrol,Automatic,"5,250,000",SUV
350,Land Rover,2013,Nigerian Used,70430,2000,Petrol,Automatic,"9,360,000",SUV
351,Toyota,2011,Foreign Used,244495,3500,Petrol,Automatic,"6,090,000",
352,Toyota,2013,Foreign Used,135027,2500,Petrol,Automatic,"5,616,000",
353,Mercedes-Benz,,,144059,,,Automatic,"4,490,000",
354,Toyota,2006,Foreign Used,389832,3500,Petrol,Automatic,"3,045,000",
355,Mercedes-Benz,2009,Foreign Used,232438,3500,Petrol,Automatic,"6,300,000",SUV
356,Land Rover,2010,Nigerian Used,140366,50000,Petrol,Automatic,"4,200,000",SUV
357,Mercedes-Benz,,,109703,,,Automatic,"5,610,000",
358,Land Rover,2008,Nigerian Used,178780,4700,Petrol,Automatic,"3,150,000",SUV
359,Lexus,2002,Foreign Used,132618,3000,Petrol,Automatic,"3,328,000",
360,Mercedes-Benz,,,91151,,,Automatic,"6,170,000",
361,Mercedes-Benz,2010,Nigerian Used,220223,3000,Petrol,Automatic,"4,680,000",
362,Toyota,2009,Foreign Used,124609,3500,Petrol,Automatic,"5,775,000",SUV
363,Land Rover,2013,Nigerian Used,76069,4500,Petrol,Automatic,"4,200,000",SUV
364,Lexus,2004,Foreign Used,158812,3300,Petrol,Automatic,"5,408,000",
365,Lexus,2003,Foreign Used,239713,4700,Petrol,Automatic,"5,565,000",SUV
366,Toyota,2015,Foreign Used,147257,2500,Petrol,Automatic,"6,615,000",
367,Lexus,2010,Nigerian Used,114626,3500,Hybrid,Automatic,"6,760,000",SUV
368,Lexus,2007,Foreign Used,151892,3500,Petrol,Automatic,"5,200,000",
369,Toyota,2016,Foreign Used,61068,2500,Petrol,Automatic,"7,245,000",
370,Land Rover,2016,Foreign Used,70973,2000,Petrol,Automatic,"11,550,000",
371,Lexus,2008,Foreign Used,155216,3500,Petrol,Automatic,"4,888,000",
372,Toyota,2011,Nigerian Used,235681,3500,Petrol,Automatic,"8,528,000",
373,Mercedes-Benz,,,77475,,,Automatic,"3,395,000",
374,Toyota,2012,Foreign Used,125026,3500,Petrol,Automatic,"8,715,000",SUV
375,Lexus,2004,Nigerian Used,,33000,Petrol,Automatic,"3,045,000",SUV
376,Toyota,2011,Foreign Used,244495,3500,Petrol,Automatic,"6,090,000",
377,Mercedes-Benz,2020,Foreign Used,20106,2000,Petrol,Automatic,"58,800,000",SUV
378,Toyota,2015,Foreign Used,354563,2400,Petrol,Manual,"15,750,000",
379,Toyota,2014,Nigerian Used,129798,3000,Petrol,Automatic,"4,784,000",
380,Toyota,2010,Nigerian Used,161209,2700,Petrol,Automatic,"5,408,000",
381,Mercedes-Benz,2011,Nigerian Used,73624,3500,Petrol,Automatic,"5,250,000",SUV
382,Lexus,2003,Foreign Used,239713,4700,Petrol,Automatic,"5,565,000",SUV
383,Mercedes-Benz,2008,Nigerian Used,1305,3500,Petrol,Automatic,"3,432,000",
384,Lexus,2004,Nigerian Used,366454,3300,Petrol,Automatic,"3,432,000",
385,Lexus,2008,Nigerian Used,243860,3500,Petrol,Automatic,"3,045,000",
386,Toyota,2012,Foreign Used,373365,2500,Petrol,Automatic,"4,725,000",
387,Mercedes-Benz,2009,Nigerian Used,175241,3500,Petrol,Automatic,"3,675,000",SUV
388,Mercedes-Benz,2010,Nigerian Used,191748,3600,Petrol,Automatic,"4,160,000",
389,Toyota,2019,Brand New,10427,24,Petrol,Automatic,"30,450,000",SUV
390,Mercedes-Benz,,,226924,,,Automatic,"6,394,000",
391,Mercedes-Benz,,,144784,,,Automatic,"4,266,000",
392,Toyota,2014,Foreign Used,104291,2400,Petrol,Automatic,"5,720,000",
393,Toyota,,,46056,,,Automatic,"22,410,000",
394,Toyota,2011,Foreign Used,160336,3500,Petrol,Automatic,"6,240,000",SUV
395,Toyota,2012,Nigerian Used,76334,3500,Petrol,Automatic,"5,565,000",SUV
396,Renault,2005,Nigerian Used,60207,2000,Petrol,Automatic,"3,675,000",SUV
397,Lexus,2007,Foreign Used,131510,3500,Petrol,Automatic,"4,680,000",
398,Toyota,2008,Nigerian Used,113236,3500,Petrol,Automatic,"3,885,000",SUV
399,Mercedes-Benz,,,49835,,,Automatic,"18,826,000",
400,Toyota,2005,Foreign Used,354671,3300,Petrol,Automatic,"3,780,000",
401,Toyota,2010,Foreign Used,144121,2000,Petrol,Automatic,"12,600,000",
402,Toyota,2007,Foreign Used,154843,3500,Petrol,Automatic,"3,255,000",
403,Lexus,2007,Foreign Used,377520,4600,Petrol,Automatic,"4,200,000",
404,Toyota,2008,Nigerian Used,198747,30,Petrol,Automatic,"4,200,000",SUV
405,Mercedes-Benz,2008,Nigerian Used,1305,3500,Petrol,Automatic,"3,432,000",
406,Toyota,2016,Foreign Used,16548,2500,Petrol,Automatic,"12,480,000",SUV
407,Toyota,2014,Foreign Used,119965,2500,Petrol,Automatic,"4,410,000",
408,Mercedes-Benz,,,80888,,,Automatic,"5,610,000",
409,Lexus,2010,Foreign Used,188896,3500,Petrol,Manual,"5,775,000",
410,Mercedes-Benz,,,66491,,,Automatic,"4,610,000",
411,Mini,2012,Foreign Used,144286,1600,Petrol,Automatic,"6,300,000",
412,Lexus,2007,Foreign Used,148888,3500,Petrol,Automatic,"4,680,000",
413,Lexus,2009,Nigerian Used,285775,3500,Petrol,Automatic,"3,150,000",
414,Lexus,2008,Nigerian Used,243860,3500,Petrol,Automatic,"3,045,000",
415,Toyota,2011,Foreign Used,161948,2500,Petrol,Automatic,"3,990,000",
416,Toyota,2015,Foreign Used,154559,3500,Petrol,Automatic,"6,825,000",
417,Mercedes-Benz,2009,Foreign Used,95356,3000,Petrol,Automatic,"7,350,000",SUV
418,Toyota,2018,Foreign Used,86061,35,Petrol,Automatic,"23,920,000",SUV
419,Toyota,2010,Nigerian Used,146899,35,Petrol,Automatic,"5,200,000",SUV
420,Lexus,2008,Foreign Used,169463,3500,Petrol,Automatic,"4,410,000",
421,Toyota,2009,Nigerian Used,225960,2700,Petrol,Automatic,"6,552,000",SUV
422,Toyota,2012,Foreign Used,143428,2500,Petrol,Automatic,"5,720,000",
423,Toyota,2008,Nigerian Used,259700,35,Petrol,Automatic,"5,200,000",SUV
424,Mercedes-Benz,2020,Foreign Used,20106,2000,Petrol,Automatic,"58,800,000",SUV
425,Toyota,2011,Nigerian Used,80973,35,Petrol,Automatic,"7,280,000",SUV
426,Mercedes-Benz,2008,Nigerian Used,89833,5500,Petrol,Automatic,"4,200,000",
427,Toyota,2011,Nigerian Used,215641,2500,Petrol,Automatic,"5,250,000",
428,Land Rover,2007,Nigerian Used,216498,4700,Petrol,Automatic,"3,150,000",SUV
429,Toyota,2012,Nigerian Used,284635,2700,Petrol,Automatic,"5,720,000",SUV
430,Mercedes-Benz,2015,Foreign Used,38636,4700,Petrol,Automatic,"19,760,000",SUV
431,Lexus,,,12915,,,Automatic,"16,810,000",
432,Lexus,,,149693,,,Automatic,"5,050,000",
433,Toyota,2011,Foreign Used,20473,3500,Petrol,Automatic,"10,400,000",
434,Lexus,2004,Foreign Used,272206,4700,Petrol,Automatic,"11,440,000",SUV
435,Mercedes-Benz,2010,Nigerian Used,191748,3600,Petrol,Automatic,"4,160,000",
436,Toyota,2011,Nigerian Used,92016,3500,Petrol,Automatic,"5,880,000",SUV
437,Lexus,2009,Foreign Used,95321,3500,Petrol,Automatic,"6,448,000",SUV
438,Mercedes-Benz,,,173113,,,Automatic,"5,610,000",
439,Lexus,2013,Foreign Used,139005,3400,Petrol,Automatic,"12,075,000",SUV
440,Toyota,2011,Foreign Used,217124,2700,Petrol,Automatic,"6,760,000",
441,Toyota,2006,Nigerian Used,,4700,Petrol,Automatic,"3,175,000",
442,Lexus,2005,Nigerian Used,109691,3300,Petrol,Automatic,"3,360,000",SUV
443,Lexus,2014,Foreign Used,68276,3500,Petrol,Automatic,"15,600,000",SUV
444,Mercedes-Benz,2010,Foreign Used,142261,3500,Petrol,Automatic,"8,840,000",SUV
445,Mercedes-Benz,2013,Foreign Used,104536,3500,Petrol,Automatic,"14,352,000",SUV
446,Lexus,,,169971,,,Automatic,"5,386,000",
447,Lexus,2017,Foreign Used,68077,3500,Petrol,Automatic,"26,000,000",SUV
448,Mercedes-Benz,2009,Nigerian Used,323392,3500,Petrol,Automatic,"3,150,000",
449,Mercedes-Benz,2013,Foreign Used,76441,2700,Petrol,Automatic,"5,775,000",
450,GMC,2013,Nigerian Used,178268,35000,Petrol,Automatic,"4,788,000",SUV
451,Mercedes-Benz,,,144059,,,Automatic,"4,490,000",
452,Lexus,2008,Foreign Used,169463,3500,Petrol,Automatic,"4,410,000",
453,Toyota,2009,Nigerian Used,89921,2700,Petrol,Automatic,"14,560,000",SUV
454,Toyota,2012,Foreign Used,279555,2500,Petrol,Automatic,"4,725,000",
455,Toyota,2002,Foreign Used,125606,2000,Petrol,Automatic,"3,255,000",SUV
456,Mercedes-Benz,2016,Foreign Used,54116,3500,Petrol,Automatic,"18,375,000",SUV
457,Toyota,2011,Nigerian Used,80973,35,Petrol,Automatic,"7,280,000",SUV
458,Lexus,2012,Nigerian Used,81214,3500,Petrol,Automatic,"7,280,000",
459,Toyota,2008,Foreign Used,199815,2400,Petrol,Automatic,"4,410,000",
460,Toyota,2009,Foreign Used,141966,4000,Petrol,Automatic,"4,725,000",
461,Toyota,2011,Foreign Used,20473,3500,Petrol,Automatic,"10,400,000",
462,Toyota,2012,Nigerian Used,284635,2700,Petrol,Automatic,"5,720,000",SUV
463,Mercedes-Benz,,,144784,,,Automatic,"4,266,000",
464,Acura,2008,Nigerian Used,174861,3700,Petrol,Automatic,"3,536,000",SUV
465,Toyota,2007,Nigerian Used,86965,5700,Petrol,Automatic,"4,725,000",
466,Toyota,2005,Foreign Used,290022,3300,Petrol,Automatic,"4,368,000",SUV
467,Mercedes-Benz,2010,Nigerian Used,150581,3500,Petrol,Automatic,"3,465,000",
468,Land Rover,2006,Foreign Used,613630,4400,Petrol,Automatic,"5,200,000",SUV
469,Mercedes-Benz,2008,Foreign Used,87432,4600,Petrol,Automatic,"5,775,000",SUV
470,Mercedes-Benz,,,93916,,,Automatic,"10,090,000",
471,Lexus,2012,Nigerian Used,81214,3500,Petrol,Automatic,"7,280,000",
472,Lexus,,,191463,,,Automatic,"4,266,000",
473,Toyota,2017,Foreign Used,98483,2700,Petrol,Automatic,"7,350,000",
474,Lexus,2007,Nigerian Used,92530,3500,Petrol,Automatic,"3,150,000",
475,Toyota,2009,Foreign Used,86341,2400,Petrol,Automatic,"3,465,000",
476,Toyota,2006,Foreign Used,76999,2400,Petrol,Manual,"6,300,000",
477,Mercedes-Benz,2003,Foreign Used,168330,5500,Petrol,Automatic,"4,200,000",
478,Acura,2008,Nigerian Used,174861,3700,Petrol,Automatic,"3,536,000",SUV
479,Toyota,2002,Foreign Used,125606,2000,Petrol,Automatic,"3,255,000",SUV
480,Toyota,2011,Foreign Used,163022,3500,Petrol,Automatic,"5,460,000",
481,Mercedes-Benz,2013,Foreign Used,76441,2700,Petrol,Automatic,"5,775,000",
482,Toyota,2021,Brand New,80,4000,Petrol,Automatic,"46,800,000",SUV
483,Ford,2012,Foreign Used,149681,3500,Petrol,Automatic,"5,720,000",SUV
484,Toyota,2013,Foreign Used,135027,2500,Petrol,Automatic,"5,616,000",
485,Toyota,2006,Nigerian Used,128397,3300,Hybrid,Automatic,"3,120,000",SUV
486,Mercedes-Benz,2008,Nigerian Used,89833,5500,Petrol,Automatic,"4,200,000",
487,Toyota,2010,Nigerian Used,187491,2400,Petrol,Manual,"6,300,000",
488,Mercedes-Benz,2008,Foreign Used,87432,4600,Petrol,Automatic,"5,775,000",SUV
489,Toyota,2008,Nigerian Used,309482,4000,Petrol,Automatic,"4,200,000",
490,Mercedes-Benz,,,93916,,,Automatic,"10,090,000",
491,Mercedes-Benz,2015,Foreign Used,183487,3500,Petrol,Automatic,"13,650,000",SUV
492,Land Rover,2007,Nigerian Used,216498,4700,Petrol,Automatic,"3,150,000",SUV
493,Toyota,2013,Foreign Used,250088,2500,Petrol,Automatic,"5,355,000",
494,Toyota,2017,Foreign Used,98483,2700,Petrol,Automatic,"7,350,000",
495,Lexus,2018,Foreign Used,53288,3500,Petrol,Automatic,"21,000,000",SUV
496,Land Rover,2015,Foreign Used,88166,2000,Petrol,Automatic,"11,025,000",SUV
497,Lexus,2005,Nigerian Used,109691,3300,Petrol,Automatic,"3,360,000",SUV
498,Lexus,,,173985,,,Automatic,"3,594,000",
499,Mercedes-Benz,2013,Foreign Used,104536,3500,Petrol,Automatic,"14,352,000",SUV
500,Mercedes-Benz,2013,Nigerian Used,250717,3500,Petrol,Automatic,"5,250,000",
501,Toyota,2011,Foreign Used,63404,3500,Petrol,Automatic,"8,295,000",SUV
502,Mercedes-Benz,2010,Foreign Used,142261,3500,Petrol,Automatic,"8,840,000",SUV
503,Toyota,2014,Foreign Used,234273,4700,Petrol,Automatic,"16,275,000",
504,Toyota,2011,Foreign Used,161948,2500,Petrol,Automatic,"3,990,000",
505,Ford,2010,Foreign Used,155547,3500,Petrol,Automatic,"3,952,000",SUV
506,Mercedes-Benz,2008,Nigerian Used,237536,3500,Petrol,Automatic,"3,675,000",SUV
507,Acura,2010,Foreign Used,221054,3700,Petrol,Automatic,"9,450,000",SUV
508,Toyota,2005,Foreign Used,290022,3300,Petrol,Automatic,"4,368,000",SUV
509,Toyota,2012,Foreign Used,350882,3500,Petrol,Automatic,"7,176,000",
510,Toyota,2007,Nigerian Used,114531,3300,Petrol,Automatic,"3,640,000",SUV
511,Lexus,2009,Nigerian Used,85662,35,Petrol,Automatic,"3,640,000",
512,Toyota,2008,Foreign Used,209285,3500,Petrol,Automatic,"3,360,000",
513,Mercedes-Benz,2012,Nigerian Used,144761,30,Petrol,Automatic,"7,280,000",SUV
514,Lexus,2015,Foreign Used,40837,3500,Petrol,Automatic,"10,500,000",SUV
515,Mercedes-Benz,2006,Foreign Used,185092,3500,Petrol,Automatic,"6,240,000",SUV
516,Toyota,2007,Foreign Used,181160,3500,Petrol,Automatic,"3,360,000",
517,Toyota,2006,Foreign Used,145366,3300,Petrol,Automatic,"4,160,000",
518,Lexus,2015,Foreign Used,82357,3500,Petrol,Automatic,"20,500,000",SUV
519,Toyota,2013,Foreign Used,100075,2500,Petrol,Automatic,"4,200,000",
520,Lexus,2009,Nigerian Used,285775,3500,Petrol,Automatic,"3,150,000",
521,Lexus,,,169971,,,Automatic,"5,386,000",
522,Mercedes-Benz,2010,Foreign Used,124523,3000,Petrol,Automatic,"4,095,000",
523,Mercedes-Benz,2010,Foreign Used,116697,3500,Petrol,Automatic,"5,565,000",
524,Ford,2013,Foreign Used,140864,3500,Petrol,Automatic,"4,725,000",SUV
525,Toyota,2008,Foreign Used,268296,3500,Petrol,Automatic,"3,536,000",
526,Toyota,2014,Foreign Used,234273,4700,Petrol,Automatic,"16,275,000",
527,Toyota,2012,Foreign Used,279555,2500,Petrol,Automatic,"4,725,000",
528,Toyota,2007,Nigerian Used,114531,3300,Petrol,Automatic,"3,640,000",SUV
529,Land Rover,2012,Foreign Used,170174,5000,Petrol,Automatic,"12,480,000",SUV
530,Mercedes-Benz,,,58653,,,Automatic,"3,930,000",
531,Land Rover,,,115456,,,Automatic,"3,370,000",
532,Mercedes-Benz,,,33326,,,Automatic,"4,714,000",
533,Lexus,2008,Nigerian Used,271598,3500,Petrol,Automatic,"4,160,000",
534,Toyota,2011,Foreign Used,297082,2500,Petrol,Automatic,"3,990,000",
535,Mercedes-Benz,2006,Nigerian Used,170599,3500,Petrol,Automatic,"3,150,000",SUV
536,Mercedes-Benz,,,69029,,,Automatic,"9,866,000",
537,Ford,2009,Foreign Used,436448,4600,Petrol,Automatic,"6,300,000",
538,Ford,2012,Nigerian Used,80400,2000,Petrol,Automatic,"3,360,000",SUV
539,Toyota,2008,Nigerian Used,47169,57,Petrol,Automatic,"7,280,000",
540,Mercedes-Benz,,,69029,,,Automatic,"9,866,000",
541,Toyota,2011,Foreign Used,141530,3500,Petrol,Automatic,"6,136,000",
542,Lexus,2004,Foreign Used,158812,3300,Petrol,Automatic,"5,408,000",
543,Toyota,2011,Foreign Used,297082,2500,Petrol,Automatic,"3,990,000",
544,Toyota,2011,Nigerian Used,66737,2500,Petrol,Automatic,"3,360,000",SUV
545,Lexus,2008,Nigerian Used,271598,3500,Petrol,Automatic,"4,160,000",
546,Toyota,2010,Foreign Used,42452,,Petrol,Automatic,"8,320,000",SUV
547,Toyota,2005,Foreign Used,337681,2400,Petrol,Automatic,"3,675,000",
548,Toyota,2009,Foreign Used,354333,2400,Hybrid,Automatic,"3,150,000",
549,Ford,,,258401,,,Automatic,"3,594,000",
550,Lexus,,,86551,,,Automatic,"4,042,000",
551,Mercedes-Benz,2005,Foreign Used,,3000,Diesel,Automatic,"3,640,000",SUV
552,Toyota,2010,Foreign Used,135904,3500,Petrol,Automatic,"3,990,000",
553,Toyota,2009,Foreign Used,86341,2400,Petrol,Automatic,"3,465,000",
554,Toyota,2010,Foreign Used,17429,4000,Petrol,Manual,"26,250,000",SUV
555,Lexus,2011,Foreign Used,30457,3500,Petrol,Automatic,"9,984,000",SUV
556,Ford,2007,Foreign Used,303226,3500,Petrol,Automatic,"3,328,000",SUV
557,Toyota,2013,Nigerian Used,89445,3500,Petrol,Automatic,"6,760,000",SUV
558,Ford,2011,Nigerian Used,84719,3500,Petrol,Automatic,"5,250,000",SUV
559,Mercedes-Benz,2015,Foreign Used,113731,2000,Petrol,Automatic,"12,600,000",
560,Ford,,,201615,,,Automatic,"4,938,000",
561,Ford,2007,Foreign Used,147723,4000,Petrol,Automatic,"3,150,000",SUV
562,Ford,2012,Foreign Used,232070,3500,Petrol,Automatic,"7,800,000",SUV
563,Toyota,2011,Foreign Used,160336,3500,Petrol,Automatic,"6,240,000",SUV
564,Lexus,2017,Nigerian Used,52518,35,Petrol,Automatic,"14,700,000",
565,Ford,2005,Foreign Used,164909,5400,Petrol,Automatic,"3,045,000",SUV
566,Toyota,2008,Foreign Used,268296,3500,Petrol,Automatic,"3,536,000",
567,Toyota,2011,Foreign Used,124744,3500,Petrol,Automatic,"7,350,000",SUV
568,Mercedes-Benz,2012,Nigerian Used,69388,3500,Petrol,Automatic,"5,250,000",
569,Toyota,2008,Nigerian Used,154929,3000,,Manual,"5,200,000",
570,Toyota,2011,Nigerian Used,185520,3500,Petrol,Automatic,"5,225,000",SUV
571,Ford,2013,Nigerian Used,88432,2000,Petrol,Automatic,"3,675,000",
572,Ford,2011,Nigerian Used,143007,3500,Petrol,Automatic,"5,250,000",SUV
573,Lexus,2008,Nigerian Used,71151,3500,Petrol,Automatic,"3,744,000",
574,Ford,2009,Foreign Used,436448,4600,Petrol,Automatic,"6,300,000",
575,Acura,2010,Foreign Used,370878,3700,Petrol,Automatic,"3,990,000",
576,Buick,,,55388,,,Automatic,"4,770,000",
577,Toyota,2021,Brand New,968,30,Petrol,Automatic,"41,600,000",
578,Toyota,2016,Foreign Used,16548,2500,Petrol,Automatic,"12,480,000",SUV
579,Lexus,2007,Foreign Used,82850,3500,Petrol,Automatic,"4,690,000",
580,Ford,2013,Foreign Used,217417,3500,Petrol,Automatic,"6,240,000",SUV
581,Mercedes-Benz,2010,Nigerian Used,33789,30,Petrol,Automatic,"5,250,000",
582,Ford,2005,Foreign Used,212433,3000,Petrol,Automatic,"4,200,000",SUV
583,Mercedes-Benz,2017,Nigerian Used,39674,3500,Petrol,Automatic,"13,650,000",SUV
584,Lexus,2010,Foreign Used,120660,3500,Petrol,Automatic,"8,400,000",SUV
585,Toyota,2011,Nigerian Used,92016,3500,Petrol,Automatic,"5,880,000",SUV
586,Ford,2014,Nigerian Used,68871,2000,Petrol,Automatic,"7,280,000",SUV
587,Mercedes-Benz,2010,Nigerian Used,131144,45,Petrol,Automatic,"4,410,000",SUV
588,Lexus,2008,Nigerian Used,64129,4600,Petrol,Automatic,"3,465,000",
589,Toyota,2008,Foreign Used,418753,3500,Petrol,Automatic,"7,592,000",
590,Mercedes-Benz,2008,Foreign Used,140038,4600,Petrol,Automatic,"5,250,000",SUV
591,Ford,2011,Foreign Used,265935,3500,Petrol,Automatic,"4,410,000",SUV
592,Ford,2001,Nigerian Used,173113,3500,Petrol,Automatic,"4,200,000",
593,Land Rover,2008,Nigerian Used,178406,4400,Petrol,Automatic,"3,360,000",SUV
594,Lexus,2009,Foreign Used,95321,3500,Petrol,Automatic,"6,448,000",SUV
595,Ford,2017,Nigerian Used,124596,2000,Petrol,Automatic,"12,600,000",
596,Ford,2007,Foreign Used,171104,3500,Petrol,Automatic,"3,952,000",SUV
597,Ford,2012,Nigerian Used,140197,2500,Petrol,Manual,"5,250,000",
598,Lexus,2006,Nigerian Used,130145,4700,Petrol,Automatic,"3,255,000",SUV
599,Mercedes-Benz,2009,Nigerian Used,323392,3500,Petrol,Automatic,"3,150,000",
600,Ford,2014,Nigerian Used,70964,36,Petrol,Automatic,"5,200,000",SUV
601,Toyota,2006,Foreign Used,201305,3000,Petrol,Automatic,"3,465,000",
602,Lexus,2011,Nigerian Used,196286,4600,Petrol,Automatic,"15,600,000",SUV
603,Mercedes-Benz,2011,Foreign Used,200436,4600,Petrol,Automatic,"8,900,000",SUV
604,Ford,2010,Foreign Used,134105,3500,Petrol,Automatic,"3,675,000",SUV
605,Toyota,2012,Foreign Used,153345,2700,Petrol,Automatic,"8,112,000",SUV
606,Toyota,2010,Nigerian Used,76966,5700,Petrol,Automatic,"5,775,000",
607,Lexus,2007,Nigerian Used,,3500,Petrol,Automatic,"2,310,000",
608,Mercedes-Benz,2011,Foreign Used,195029,3000,Petrol,Automatic,"6,240,000",
609,Ford,2014,Nigerian Used,271943,3500,Petrol,Automatic,"5,200,000",SUV
610,Lexus,2010,Nigerian Used,114626,3500,Hybrid,Automatic,"6,760,000",SUV
611,Mercedes-Benz,2018,Foreign Used,115896,3500,Petrol,Automatic,"24,150,000",SUV
612,Ford,2012,Foreign Used,1284898,3500,Petrol,Automatic,"5,250,000",SUV
613,Toyota,2012,Nigerian Used,162229,2700,Petrol,Automatic,"12,600,000",SUV
614,Lexus,2007,Nigerian Used,140981,3500,Petrol,Automatic,"3,150,000",
615,Ford,2012,Foreign Used,201267,3500,Petrol,Automatic,"4,725,000",SUV
616,Lexus,,,215685,,,Automatic,"4,042,000",
617,Lexus,2006,Nigerian Used,90235,2500,Petrol,Automatic,"3,120,000",
618,Toyota,2007,Foreign Used,282688,2400,Petrol,Automatic,"3,450,000",
619,Lexus,2007,Foreign Used,171869,4600,Petrol,Automatic,"5,720,000",
620,Toyota,2012,Foreign Used,124506,2500,Petrol,Automatic,"5,565,000",
621,Mercedes-Benz,,,21973,,,Automatic,"15,690,000",
622,Mercedes-Benz,2009,Foreign Used,96757,3000,Diesel,Automatic,"4,620,000",SUV
623,Mercedes-Benz,2010,Nigerian Used,65084,3000,Petrol,Automatic,"4,264,000",
624,Mercedes-Benz,2012,Foreign Used,55264,3500,Petrol,Automatic,"14,352,000",SUV
625,Mercedes-Benz,,,60837,,,Automatic,"8,410,000",
626,Toyota,2014,Nigerian Used,47523,3500,Petrol,Automatic,"9,880,000",
627,Lexus,2012,Nigerian Used,96283,2500,Petrol,Automatic,"4,200,000",
628,Toyota,2012,Foreign Used,198938,3500,Petrol,Automatic,"6,090,000",
629,Toyota,2013,Nigerian Used,44496,2600,Petrol,Automatic,"7,280,000",
630,Lexus,2007,Nigerian Used,268759,2500,Petrol,Automatic,"3,432,000",
631,Ford,2018,Foreign Used,14405,3500,Petrol,Automatic,"18,375,000",SUV
632,Ford,2011,Nigerian Used,262832,3500,Petrol,Automatic,"4,410,000",SUV
633,Cadillac,,,289580,,,Automatic,"6,730,000",
634,Ford,2012,Nigerian Used,80400,2000,Petrol,Automatic,"3,360,000",SUV
635,Ford,2012,Foreign Used,290049,3500,Petrol,Automatic,"5,250,000",SUV
636,Land Rover,,,107441,,,Automatic,"3,930,000",
637,Mercedes-Benz,2010,Nigerian Used,156987,3000,Petrol,Automatic,"3,952,000",
638,Toyota,2006,Nigerian Used,120820,3500,Petrol,Automatic,"3,120,000",
639,Toyota,2007,Foreign Used,220902,4700,Petrol,Automatic,"10,400,000",
640,Mercedes-Benz,2009,Nigerian Used,103752,4700,Petrol,Automatic,"4,410,000",SUV
641,Land Rover,,,37846,,,Automatic,"11,210,000",
642,Lexus,2004,Nigerian Used,84195,4700,Petrol,Automatic,"4,992,000",SUV
643,Toyota,2008,Foreign Used,94447,24,Petrol,Automatic,"3,465,000",
644,Acura,2010,Foreign Used,284441,3500,Petrol,Automatic,"5,096,000",
645,Audi,2011,Nigerian Used,219042,2000,Petrol,Automatic,"3,937,500",
